"ID","Description","GeneRatio","BgRatio","pvalue","FDR","qvalue","geneID","Count","Source"
"GO:0042775","mitochondrial ATP synthesis coupled electron transport","10/727","89/18481",0.00257407502819916,0.0376720234741245,0.0313960050327142,"Cdk1/Ndufa8/Ndufa12/Cycs/Ndufs1/Cyc1/Ndufb6/ND2/Uqcrc1/Mtch2",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071474","cellular hyperosmotic response","6/727","36/18481",0.00257747993673284,0.0376720234741245,0.0313960050327142,"Mapk9/Ybx3/Slc2a1/Letm1/Micu1/Errfi1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0036294","cellular response to decreased oxygen levels","20/727","254/18481",0.00260666210877803,0.0379871460530693,0.0316586293666916,"Foxo3/Opa1/Dnm1l/Myc/Mdm2/Nop53/Ccna2/Bnip3/Atf4/Jund/Vegfa/Stat3/Stub1/Jun/Vldlr/Akt1/Ak4/Cited2/Atp5pb/Junb",20,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0045471","response to ethanol","21/727","272/18481",0.00261468259347565,0.0379929389092788,0.0316634571546875,"Cdk1/Pebp1/Atp5mc3/Eif4g1/St6gal1/Sod1/Myc/Actr2/Hpgd/Gsr/Atp5f1a/Gsn/Sod2/Stat3/Eef2/Igf2/Jun/Maob/Tyms/Dnmt1/Rhoa",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071897","DNA biosynthetic process","15/727","168/18481",0.00265467006480781,0.0384618476831458,0.032054247477759,"Smpd3/Cct8/Polq/Parm1/Nop10/Aurkb/Lig1/Ccna2/Vegfa/Pcna/Vcp/Pole/Tk1/Pclaf/Chek1",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0061008","hepaticobiliary system development","21/727","273/18481",0.00273110548822244,0.0394545789950744,0.0328815934600328,"Pou2f1/Myc/Dut/Asns/Smarca4/Wnt4/Prkcsh/Hras/Slc7a5/Sod2/Acat2/Lsr/Pcna/Jun/Tyms/Ak4/Tk1/Krt18/Rpl10/Cited2/Cebpb",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0034329","cell junction assembly","32/727","482/18481",0.00284142156751367,0.0409296100938964,0.0341108898856372,"Gap43/Eif4g1/Gabrg2/Flcn/Arhgap6/Enpp2/Gcg/Rcc2/Thy1/Patj/Mpdz/Sdcbp/Gpm6a/Wnt4/Capza1/Sema4d/Fn1/Adgrb2/Vegfa/Sema4a/Cdh1/Cfl1/Lsr/Nrxn2/S100a10/Actb/Ppm1f/Hapln4/Rhoa/Lhfpl4/Amigo3/St8sia2",32,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032350","regulation of hormone metabolic process","7/727","49/18481",0.00288473975953765,0.0414338413877108,0.0345311181287292,"Kcnma1/Wnt4/Myt1/Stub1/Igf2/Ctns/Bmp2",7,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0021700","developmental maturation","27/727","386/18481",0.00289980455280674,0.0414621699950014,0.0345547272958257,"Foxo3/Cdk1/Pebp1/Opa1/Atp6v1a/Tgfb2/Pfn1/Abl2/Maea/Kcnma1/Ddit3/Ywhaz/Ift80/Angptl8/Rps6ka2/Sema4d/Ret/Shank1/Vegfa/Neurl1/Neurod2/Tyms/Rhoa/Grb14/Sptbn4/Rflna/Bmp2",27,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0051384","response to glucocorticoid","23/727","311/18481",0.00290335018624709,0.0414621699950014,0.0345547272958257,"Foxo3/Pebp1/Ube2l3/Zfp36l2/Casp3/Akap13/Pcsk1/Fn1/Ghr/Atp5f1a/Pck2/Vegfa/Crebrf/Pcna/Maob/Tyms/Tk1/Rhoa/Ddit4/Errfi1/Calm2/Junb/Fosl2",23,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0008360","regulation of cell shape","13/727","137/18481",0.00294519369539274,0.0419395582223926,0.0349525844271271,"Kit/Sema3e/Sema4d/Fn1/Myl12a/Vil1/Vegfa/Sema4a/Cfl1/Hexb/Arhgef18/Gas7/Aldoa",13,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0061101","neuroendocrine cell differentiation","4/727","16/18481",0.00296036046050047,0.0420145256256512,0.0350150625409352,"Nkx2-2/Wnt4/Insm1/Bmp2",4,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0043279","response to alkaloid","15/727","170/18481",0.00297375729801276,0.0420145256256512,0.0350150625409352,"Eftud2/Parp1/Myc/Mdm2/Nefh/Fkbp1a/Hdac1/Casp3/Ccna2/Ryr2/Hspa5/Uqcrc1/Dnmt1/St8sia2/Chek1",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071353","cellular response to interleukin-4","6/727","37/18481",0.00297574790245885,0.0420145256256512,0.0350150625409352,"Nfil3/Mcm2/Rpl3/Hspa5/Impdh2/Tuba1b",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0051385","response to mineralocorticoid","10/727","91/18481",0.00303360297351901,0.0427103876271717,0.0355949965313887,"Foxo3/Ran/Pebp1/Parp1/Asns/Hnrnpa2b1/Maob/Vdr/Calm2/Junb",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0000303","response to superoxide","5/727","26/18481",0.00307178078566486,0.0430049309993081,0.0358404700775682,"Sod1/Parp1/Gch1/Prdx1/Sod2",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009162","deoxyribonucleoside monophosphate metabolic process","5/727","26/18481",0.00307178078566486,0.0430049309993081,0.0358404700775682,"Dck/Shmt1/Dut/Tyms/Tk1",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0048511","rhythmic process","28/727","407/18481",0.00309681204975601,0.0432339250867898,0.0360313146051518,"Foxo3/Cdk1/Dnm1l/Mapk9/Parp1/Enpp2/Kcnma1/Ddit3/Bhlhe40/Hdac1/Casp3/Fbxw7/Nfil3/Atf4/Hspa5/Jund/Atf5/Pcna/Jun/Impdh2/Actb/Csnk1d/Tyms/Ciart/Adh4/Top2a/Fosl2/Bmp2",28,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0051338","regulation of transferase activity","15/727","171/18481",0.0031447693272599,0.0436588588497587,0.0363854559899357,"Ccng2/Kit/Parm1/Ccng1/Trib1/Irak3/Thy1/Trib3/Ccne2/Ret/Ccna2/Pik3ip1/Igf2/Ppm1f/Ccnd3",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0062013","positive regulation of small molecule metabolic process","15/727","171/18481",0.0031447693272599,0.0436588588497587,0.0363854559899357,"Abcg1/Mapk9/Myc/Gcg/Scp2/Wnt4/Stat3/Mlx/Igf2/Ins2/Irs2/Akt1/Vcp/Epm2aip1/Gpd1",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:2000300","regulation of synaptic vesicle exocytosis","8/727","63/18481",0.0031605718235803,0.0437563610242339,0.0364667146662218,"Git2/Atp2a2/Dnm1l/Calm1/Calm3/Pfn2/Npy/Calm2",8,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0043200","response to amino acid","21/727","277/18481",0.0032413798145748,0.0446467030558373,0.0372087290399455,"Opa1/Hnrnpab/Gcg/Ddit3/Asns/Casp3/Lars1/Slc7a5/Hspa9/Tomm20/Cdh1/Neurl1/Cfl1/Pcna/Dnmt1/Sesn2/Rhoa/Tuba1a/Gria2/Cebpb/Rbx1",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0090199","regulation of release of cytochrome c from mitochondria","7/727","50/18481",0.00324279825566074,0.0446467030558373,0.0372087290399455,"Opa1/Dnm1l/Ghitm/Bnip3/Akt1/Psmd10/Tnfsf10",7,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0042773","ATP synthesis coupled electron transport","10/727","92/18481",0.00328667724132512,0.0451261690654666,0.0376083178027227,"Cdk1/Ndufa8/Ndufa12/Cycs/Ndufs1/Cyc1/Ndufb6/ND2/Uqcrc1/Mtch2",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0015849","organic acid transport","27/727","390/18481",0.00333892907614266,0.0454316098840854,0.0378628733214922,"Slc16a6/Slc7a1/Slc29a4/Eprs1/Mapk9/Abcc3/Myc/Slc1a4/Slc38a1/Slc38a2/Slc2a1/Nfe2l1/Slc7a11/Cpt2/Fabp3/Slc3a2/Slc7a5/Cck/Slc6a9/Abcc8/Irs2/Acsl6/Slc35d2/Akt1/Ctns/Slc25a10/Slc6a17",27,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050657","nucleic acid transport","12/727","123/18481",0.00334538539876793,0.0454316098840854,0.0378628733214922,"Srsf3/Ran/Nup85/Nup210/Xpot/Hnrnpa2b1/Nup155/Nup93/Tomm20/Rbm8a/Alyref/Hnrnpa3",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050658","RNA transport","12/727","123/18481",0.00334538539876793,0.0454316098840854,0.0378628733214922,"Srsf3/Ran/Nup85/Nup210/Xpot/Hnrnpa2b1/Nup155/Nup93/Tomm20/Rbm8a/Alyref/Hnrnpa3",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0062014","negative regulation of small molecule metabolic process","12/727","123/18481",0.00334538539876793,0.0454316098840854,0.0378628733214922,"Sod1/Parp1/Flcn/Trib3/Pgp/Wnt4/Stat3/Ins2/Akt1/Ddit4/Mtch2/Bmp2",12,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0022604","regulation of cell morphogenesis","21/727","278/18481",0.00338073501885768,0.0457869112336594,0.0381589827929416,"Cux1/Opa1/Dnm1l/Kit/Spag9/Mapk9/Enpp2/Actr2/Sema3e/Sema4d/Fn1/Myl12a/Vil1/Vegfa/Sema4a/Cfl1/Hexb/Fitm2/Arhgef18/Gas7/Aldoa",21,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0010001","glial cell differentiation","23/727","315/18481",0.00340184626626054,0.0457971158148623,0.0381674873290206,"Gap43/Sod1/Enpp2/Abl2/Nfe2l1/Smarca4/Hdac1/Hnrnpa2b1/Nkx2-2/Spint1/Bnip3/Gsn/Stat3/Kdm4a/Atf5/Tmem98/Akt1/Hapln4/Rhoa/Rheb/Tuba1a/Sox4/Bmp2",23,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0050803","regulation of synapse structure or activity","23/727","315/18481",0.00340184626626054,0.0457971158148623,0.0381674873290206,"Opa1/Eif4g1/Dnm1l/Actr2/Ywhaz/Slc7a11/Gpm6a/Sema4d/Adgrb2/Sema4a/Neurl1/Ins2/Cfl1/Neurod2/Akt1/Vcp/Rhoa/Rheb/Tuba1a/Tubb5/Lhfpl4/Amigo3/St8sia2",23,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0033238","regulation of amine metabolic process","6/727","38/18481",0.00341824379677544,0.0457971158148623,0.0381674873290206,"Pebp1/Slc7a11/Pnkd/Ins2/Maob/Npy",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0044786","cell cycle DNA replication","6/727","38/18481",0.00341824379677544,0.0457971158148623,0.0381674873290206,"Mcm3/Lig1/Mcm2/Ilkap/Pcna/Tk1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0090277","positive regulation of peptide hormone secretion","14/727","156/18481",0.00346254996707456,0.0462663513026799,0.0385585499367186,"Abcg1/Gna11/Gcg/Ptbp1/Dynll1/Slc2a2/Pck2/Abcc8/Irs2/Nnat/Npy/Sri/Rph3al/Sox4",14,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006941","striated muscle contraction","16/727","190/18481",0.00350164823137128,0.0466636758961349,0.0388896817365355,"Atp2a2/Calm1/Nr4a1/Nup155/Calm3/Ryr2/Gsn/Chrng/Myh14/Eef2/Vegfb/Smad5/Gaa/Sri/Aldoa/Calm2",16,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0018209","peptidyl-serine modification","19/727","243/18481",0.00355549242254926,0.0472548646239614,0.0393823806298369,"Eif4g1/Mapkapk2/Gcg/Fnip1/Rps6ka2/Ret/Pbk/Nck2/Pfn2/Cnksr3/Csnk1g2/Galnt2/Vegfa/Rps6ka4/Akt1/Csnk1d/Ppm1f/Hax1/Sptbn4",19,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0051656","establishment of organelle localization","30/727","450/18481",0.0035653194310059,0.0472594469258867,0.039386199537372,"Cplx2/Smpd3/Ran/Sun1/Dnm1l/Kit/Uchl1/Cenpf/Chp1/Mad2l1/Aurkb/Rcc2/Ywhaz/Nefh/Sdcbp/Dync1i1/Dynll1/Ap3m1/Mapre1/Hsbp1/Gem/Cltb/Dynlt1/Agtpbp1/Plk1/Cfl1/Btbd8/Incenp/Tuba1a/Arf1",30,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0000305","response to oxygen radical","5/727","27/18481",0.00364968458054909,0.0479947967004134,0.0399990427852985,"Sod1/Parp1/Gch1/Prdx1/Sod2",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0002082","regulation of oxidative phosphorylation","5/727","27/18481",0.00364968458054909,0.0479947967004134,0.0399990427852985,"Myc/Shmt2/Vcp/Ak4/Rhoa",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1900101","regulation of endoplasmic reticulum unfolded protein response","5/727","27/18481",0.00364968458054909,0.0479947967004134,0.0399990427852985,"Wfs1/Nck2/Hspa5/Crebrf/Atf6",5,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0032535","regulation of cellular component size","28/727","412/18481",0.00366930686738959,0.0481258563870256,0.040108268417505,"Limk1/Pfn1/Kcnma1/Sema3e/Prex1/Arpc3/Mtpn/Capza1/Sema4d/Fn1/Arpc2/Ret/Sptan1/Vil1/Nck2/Pfn2/Lars1/Gsn/Vegfa/Sema4a/Cdh1/Cfl1/Akt1/Atp2b2/Tmsb15b2/Hax1/Rhoa/Sptbn4",28,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0001678","intracellular glucose homeostasis","19/727","244/18481",0.00371833570146045,0.0486409058689735,0.0405375125789831,"Foxo3/Abcg1/Opa1/Tra2b/Gcg/Smarca4/Slc39a14/Dynll1/Slc2a2/Ins1/Fn1/Myt1/Gas6/Pck2/Abcc8/Irs2/Pim3/Sri/Sox4",19,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006206","pyrimidine nucleobase metabolic process","4/727","17/18481",0.00375202631205301,0.0486981748418547,0.0405852407548278,"Ctps2/Tyms/Rrm1/Rrm2",4,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0010918","positive regulation of mitochondrial membrane potential","4/727","17/18481",0.00375202631205301,0.0486981748418547,0.0405852407548278,"Myc/Akt1/Ctns/Vcp",4,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0046794","transport of virus","4/727","17/18481",0.00375202631205301,0.0486981748418547,0.0405852407548278,"Dync1i1/Kpna2/Jpt2/Tpcn1",4,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009123","nucleoside monophosphate metabolic process","9/727","79/18481",0.00377999451187197,0.0489337471355063,0.0407815675839967,"Dck/Shmt1/Dut/Aprt/Impdh2/Tyms/Ak4/Tk1/Prps1",9,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0031398","positive regulation of protein ubiquitination","10/727","94/18481",0.00384307985896718,0.0489844844335122,0.0408238522376107,"Ube2l3/Mapk9/Wfs1/Fbxw7/Hspa5/Stub1/Ube2v1/Psmd10/Ube2n/Rbx1",10,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006584","catecholamine metabolic process","8/727","65/18481",0.00384630374497952,0.0489844844335122,0.0408238522376107,"Tgfb2/Gch1/Mtpn/Pnkd/Moxd1/Maob/Npy/Insm1",8,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0006749","glutathione metabolic process","8/727","65/18481",0.00384630374497952,0.0489844844335122,0.0408238522376107,"Sod1/Nfe2l1/Slc7a11/Chac1/Gsr/Sod2/Ctns/Hmgn5",8,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009712","catechol-containing compound metabolic process","8/727","65/18481",0.00384630374497952,0.0489844844335122,0.0408238522376107,"Tgfb2/Gch1/Mtpn/Pnkd/Moxd1/Maob/Npy/Insm1",8,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0071470","cellular response to osmotic stress","8/727","65/18481",0.00384630374497952,0.0489844844335122,0.0408238522376107,"Mapk9/Ybx3/Slc2a1/Nlk/Casp3/Letm1/Micu1/Errfi1",8,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0031400","negative regulation of protein modification process","24/727","337/18481",0.00385482570070217,0.0489844844335122,0.0408238522376107,"Pebp1/Eif4g1/Spag9/Flcn/Irak3/Chp1/Ywhae/Thy1/Dnaja1/Hdac1/Crtap/Sema4d/Pbk/Ppp1r16b/Nck2/Cnksr3/Jun/Akt1/Bex1/Ppm1f/Errfi1/Sox4/Ctdsp2/Insm1",24,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009069","serine family amino acid metabolic process","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Psph/Shmt1/Shmt2/Txnrd1/Slc7a11/Psat1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009394","2'-deoxyribonucleotide metabolic process","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Dck/Shmt1/Dut/Tyms/Rrm1/Rrm2",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0034314","Arp2/3 complex-mediated actin nucleation","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Actr2/Arpc3/Arpc2/Carmil3/Jmy/Arf1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0046697","decidualization","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Parp1/Cdh1/Ndrg3/Vdr/Cited2/Junb",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0060074","synapse maturation","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Pfn1/Abl2/Ywhaz/Shank1/Neurl1/Neurod2",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0072528","pyrimidine-containing compound biosynthetic process","6/727","39/18481",0.0039078648324069,0.0489844844335122,0.0408238522376107,"Dck/Ctps2/Shmt1/Dut/Tyms/Tk1",6,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1990845","adaptive thermogenesis","15/727","175/18481",0.00391168234440968,0.0489844844335122,0.0408238522376107,"Gatm/Flcn/G0s2/Ddit3/Kdm3a/Smarca4/Cpt2/Tle3/Atf4/Vegfa/Kdm6b/Slc25a5/Clic5/Rheb/Cebpb",15,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0009895","negative regulation of catabolic process","25/727","357/18481",0.00400754154089406,0.04993396759954,0.0416151550535999,"Eif4g1/Flcn/Hnrnpab/Irak3/Mapkapk2/Mad2l1/Tent5a/Ptbp1/Zcchc17/Nop53/Map1a/Usp14/Pbk/Sf3b3/Slc7a5/Vegfa/Stat3/Kdm4a/Ins2/Fus/Usp36/Akt1/Nrbp2/Ddit4/Mtch2",25,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:0055074","calcium ion homeostasis","25/727","357/18481",0.00400754154089406,0.04993396759954,0.0416151550535999,"Atp2a2/Slc8a2/Tgfb2/Calm1/Wfs1/Ywhae/Thy1/Ddit3/Fkbp1a/Ghitm/Letm1/Scgn/Calm3/Ryr2/Bnip3/Atf4/Herpud1/Hexb/Atp2b2/Micu1/Npy/Sri/Vdr/Tpcn1/Calm2",25,"DEG_results_ALL_Cell_11mM_vs_Control.tsv"
"GO:1901142","insulin metabolic process","12/1168","18/18481",5.0033434291476e-11,2.78185894660607e-07,2.38580481410933e-07,"Ero1b/Pax6/Slc30a8/Pcsk2/Pcsk1/Nlgn2/Ins2/Nucb2/Ceacam1/P4hb/Cpe/Fosl2",12,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0019318","hexose metabolic process","45/1168","248/18481",1.20704055071607e-10,3.35262840953073e-07,2.87531364921889e-07,"Mapk14/Pfkl/Pofut2/Pdk1/Adora2b/Atf3/Pfkfb2/Myc/Prkaca/Gcg/Galm/Chst1/Nfe2l1/Slc39a14/Pkm/Slc37a4/Nln/Ins1/Iapp/Nr3c1/Tpi1/Fuca2/Pfkp/Atf4/Eno1/Pck2/Gapdh/LOC303448/RGD1562758/Pfkfb3/Igf2/Ins2/Rorc/Kcnj11/Gpi/Irs2/Akt1/RGD1563601/Pdx1/Aldoa/LOC500959/Man2b2/Pgk1/B4galt1/Gck",45,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006096","glycolytic process","27/1168","104/18481",1.80897216341586e-10,3.35262840953073e-07,2.87531364921889e-07,"Pfkl/Pfkfb2/Myc/Prkaca/Mif/Bpgm/Pkm/Tpi1/Pfkp/Ucp2/Eno1/Gapdh/LOC303448/RGD1562758/Pfkfb3/Mlx/Ins2/Pklr/Arl2/Gpi/RGD1563601/Mlxipl/Aldoa/LOC500959/Ddit4/Pgk1/Gck",27,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:1904951","positive regulation of establishment of protein localization","59/1168","390/18481",3.47064702458537e-10,4.23610777881881e-07,3.63301178304604e-07,"Mapk14/Glp1r/Hnf1a/Fis1/Dnm1l/Ube2l3/Tgfb2/Cnst/Sytl4/Pfkfb2/Chp1/Slc30a8/Prkaca/Ywhae/Gna11/Gcg/Snap25/Mdm2/Anp32b/Cct4/Dctn1/Fbxw7/Ipo5/Pcsk1/Dynll1/Cct5/Slc2a2/Ins1/Vamp8/Arpc2/C2cd5/Acsl3/Nlgn2/Hras/Baiap3/Tcaf1/Gas6/Pck2/Kif20b/Cdh1/Ins2/Irs2/Nnat/Trim28/Mief2/Usp36/Myo18a/Pdx1/Sri/Rack1/Edem1/Hsp90aa1/Rapgef3/Gck/Rhou/Sox4/Camk2n1/Cdk5r1/Ubl5",59,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032868","response to insulin","57/1168","371/18481",3.80944944138382e-10,4.23610777881881e-07,3.63301178304604e-07,"Mapk14/Vgf/Sh2b2/Uso1/Eprs1/Parp1/Pax6/Myc/Mif/Insig1/Cyp51/Slc2a1/Trib3/Ggh/Rps6/Fos/Dennd4c/Slc39a14/H2az1/Tns2/Pkm/Pde3b/Ins1/Fabp3/Foxa2/Nr3c1/C2cd5/Rab8a/Ghr/Dpep1/Rb1/Gnai2/Hras/Slc2a4/Ucp2/Ncl/Gfpt1/Ptprn/Wdr6/Igf2/Inpp5f/Ins2/Pklr/Nucb2/Ceacam1/Irs2/Jun/Cad/Vldlr/Akt1/Ffar3/Lonp1/Grb14/Errfi1/Gck/Ccnd2/Tnfsf10",57,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0051222","positive regulation of protein transport","57/1168","374/18481",5.20818235473482e-10,4.82624898205427e-07,4.1391343977103e-07,"Mapk14/Glp1r/Hnf1a/Fis1/Dnm1l/Ube2l3/Tgfb2/Cnst/Sytl4/Pfkfb2/Chp1/Slc30a8/Prkaca/Ywhae/Gna11/Gcg/Snap25/Mdm2/Anp32b/Dctn1/Fbxw7/Ipo5/Pcsk1/Dynll1/Slc2a2/Ins1/Vamp8/Arpc2/C2cd5/Acsl3/Nlgn2/Hras/Baiap3/Tcaf1/Gas6/Pck2/Kif20b/Cdh1/Ins2/Irs2/Nnat/Trim28/Mief2/Usp36/Myo18a/Pdx1/Sri/Rack1/Edem1/Hsp90aa1/Rapgef3/Gck/Rhou/Sox4/Camk2n1/Cdk5r1/Ubl5",57,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006090","pyruvate metabolic process","30/1168","137/18481",1.5860725030298e-09,1.25979473097795e-06,1.08043735920676e-06,"Pfkl/Pdk1/Pfkfb2/Myc/Prkaca/Mif/Bpgm/Pkm/Tpi1/Pfkp/Ucp2/Eno1/Pck2/Gapdh/LOC303448/RGD1562758/Pfkfb3/Mlx/Slc16a1/Ins2/Pklr/Arl2/Gpi/RGD1563601/Mlxipl/Aldoa/LOC500959/Ddit4/Pgk1/Gck",30,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0005996","monosaccharide metabolic process","45/1168","275/18481",3.72959454727809e-09,2.59206821035827e-06,2.2230346446276e-06,"Mapk14/Pfkl/Pofut2/Pdk1/Adora2b/Atf3/Pfkfb2/Myc/Prkaca/Gcg/Galm/Chst1/Nfe2l1/Slc39a14/Pkm/Slc37a4/Nln/Ins1/Iapp/Nr3c1/Tpi1/Fuca2/Pfkp/Atf4/Eno1/Pck2/Gapdh/LOC303448/RGD1562758/Pfkfb3/Igf2/Ins2/Rorc/Kcnj11/Gpi/Irs2/Akt1/RGD1563601/Pdx1/Aldoa/LOC500959/Man2b2/Pgk1/B4galt1/Gck",45,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0006006","glucose metabolic process","38/1168","215/18481",7.09170227289982e-09,4.38109607081367e-06,3.75735804634341e-06,"Mapk14/Pfkl/Pdk1/Adora2b/Atf3/Pfkfb2/Myc/Prkaca/Gcg/Galm/Nfe2l1/Slc39a14/Pkm/Slc37a4/Nln/Ins1/Iapp/Nr3c1/Tpi1/Pfkp/Atf4/Eno1/Pck2/Gapdh/LOC303448/RGD1562758/Igf2/Ins2/Rorc/Kcnj11/Gpi/Irs2/Akt1/RGD1563601/Pdx1/LOC500959/Pgk1/Gck",38,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0071375","cellular response to peptide hormone stimulus","58/1168","421/18481",1.686413801056e-08,9.37646073387137e-06,8.04153107240389e-06,"Glp1r/Sh2b2/Por/Uso1/Eprs1/Parp1/Nap1l1/Pax6/Myc/Crhr1/Prkaca/Gcg/Mdm2/Insig1/Rap1b/Trib3/Nr4a1/Fos/Dennd4c/Slc39a14/H2az1/Tns2/Pkm/Pde3b/Ins1/Fn1/C2cd5/Anxa5/Rab8a/Ghr/Dpep1/Rb1/Gnai2/Hras/Slc2a4/Ucp2/Ncl/Gfpt1/Gdf15/Wdr6/Igf2/Inpp5f/Ins2/Pklr/Nucb2/Ceacam1/Cfl1/Irs2/Jun/Vldlr/Akt1/Gcgr/Ffar3/Lonp1/Grb14/Errfi1/Gck/Ccnd2",58,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
"GO:0032869","cellular response to insulin stimulus","42/1168","270/18481",5.47414128938082e-08,2.75352642284069e-05,2.36150600065663e-05,"Sh2b2/Uso1/Eprs1/Parp1/Pax6/Myc/Insig1/Trib3/Dennd4c/Slc39a14/H2az1/Tns2/Pkm/Pde3b/Ins1/C2cd5/Rab8a/Ghr/Dpep1/Rb1/Gnai2/Hras/Slc2a4/Ucp2/Ncl/Gfpt1/Wdr6/Igf2/Inpp5f/Ins2/Pklr/Nucb2/Ceacam1/Irs2/Vldlr/Akt1/Ffar3/Lonp1/Grb14/Errfi1/Gck/Ccnd2",42,"DEG_results_ALL_Cell_5mM_vs_Control.tsv"
